All transcripts| 4507 entries on 5 pages. Showing entries 1 - 4507.
ID	Chr	Gene ID	Name	NCBI ID	NCBI Protein ID	Variants
00003807	1	GUK1	transcript variant X3	XM_005273105.2	XP_005273162.1	0
00003808	1	GUK1	transcript variant X4	XM_005273106.2	XP_005273163.1	0
00003809	1	GUK1	transcript variant X5	XM_011544174.1	XP_011542476.1	0
00003810	9	HDHD3	haloacid dehalogenase-like hydrolase domain containing 3, transcript variant 2	NM_001304509.1	NP_001291438.1	0
00003811	9	HDHD3	haloacid dehalogenase-like hydrolase domain containing 3, transcript variant 3	NM_001304510.1	NP_001291439.1	0
00003812	9	HDHD3	haloacid dehalogenase-like hydrolase domain containing 3, transcript variant 4	NM_001304511.1	NP_001291440.1	0
00003813	9	HDHD3	haloacid dehalogenase-like hydrolase domain containing 3, transcript variant 1	NM_031219.3	NP_112496.1	0
00003814	12	HEBP1	heme binding protein 1	NM_015987.4	NP_057071.2	0
00003815	6	HINT3	histidine triad nucleotide binding protein 3	NM_138571.4	NP_612638.3	0
00003816	5	HINT1	transcript variant 1	NM_005340.6	NP_005331.1	0
00003817	5	HINT1	transcript variant 2	NR_024610.2	-	0
00003818	5	HINT1	transcript variant 3	NR_024611.2	-	0
00003819	5	HINT1	transcript variant 4	NR_073488.1	-	0
00003820	5	HINT1	transcript variant X1	XM_011543356.1	XP_011541658.1	0
00003821	11	HMBS	transcript variant 1	NM_000190.3	NP_000181.2	0
00003822	11	HMBS	transcript variant 2	NM_001024382.1	NP_001019553.1	0
00003823	11	HMBS	transcript variant 3	NM_001258208.1	NP_001245137.1	0
00003824	11	HMBS	transcript variant 4	NM_001258209.1	NP_001245138.1	0
00003825	11	HMBS	transcript variant X1	XM_005271531.1	XP_005271588.1	0
00003826	11	HMBS	transcript variant X2	XM_005271532.1	XP_005271589.1	0
00003827	11	HMBS	transcript variant X3	XM_005271533.2	XP_005271590.1	0
00003828	11	HMBS	transcript variant X4	XM_011542796.1	XP_011541098.1	0
00003829	11	HTATIP2	30kDa, transcript variant 1	NM_001098520.1	NP_001091990.1	0
00003830	11	HTATIP2	30kDa, transcript variant 2	NM_006410.4	NP_006401.3	0
00003831	11	HTATIP2	30kDa, transcript variant 3	NM_001098521.1	NP_001091991.1	0
00003832	11	HTATIP2	30kDa, transcript variant 4	NM_001098522.1	NP_001091992.1	0
00003833	11	HTATIP2	30kDa, transcript variant 5	NM_001098523.1	NP_001091993.1	0
00003834	11	IMMP1L	IMP1 inner mitochondrial membrane peptidase-like (S. cerevisiae), transcript variant 2	NM_001304274.1	NP_001291203.1	0
00003835	11	IMMP1L	IMP1 inner mitochondrial membrane peptidase-like (S. cerevisiae), transcript variant 1	NM_144981.2	NP_659418.1	0
00003836	11	IMMP1L	IMP1 inner mitochondrial membrane peptidase-like (S. cerevisiae), transcript variant X6	XM_005252812.2	XP_005252869.1	0
00003837	11	IMMP1L	IMP1 inner mitochondrial membrane peptidase-like (S. cerevisiae), transcript variant X1	XM_011519942.1	XP_011518244.1	0
00003838	11	IMMP1L	IMP1 inner mitochondrial membrane peptidase-like (S. cerevisiae), transcript variant X2	XM_011519943.1	XP_011518245.1	0
00003839	11	IMMP1L	IMP1 inner mitochondrial membrane peptidase-like (S. cerevisiae), transcript variant X3	XM_011519944.1	XP_011518246.1	0
00003840	11	IMMP1L	IMP1 inner mitochondrial membrane peptidase-like (S. cerevisiae), transcript variant X4	XM_011519945.1	XP_011518247.1	0
00003841	11	IMMP1L	IMP1 inner mitochondrial membrane peptidase-like (S. cerevisiae), transcript variant X5	XM_011519946.1	XP_011518248.1	0
00003842	11	IMMP1L	IMP1 inner mitochondrial membrane peptidase-like (S. cerevisiae), transcript variant X7	XM_011519947.1	XP_011518249.1	0
00003843	11	IMMP1L	IMP1 inner mitochondrial membrane peptidase-like (S. cerevisiae), transcript variant X8	XM_011519948.1	XP_011518250.1	0
00003844	11	IMMP1L	IMP1 inner mitochondrial membrane peptidase-like (S. cerevisiae), transcript variant X9	XR_242781.2	-	0
00003845	14	IFI27	interferon, alpha-inducible protein 27, transcript variant 4	NM_001288954.1	NP_001275883.1	0
00003846	14	IFI27	interferon, alpha-inducible protein 27, transcript variant 6	NM_001288957.1	NP_001275886.1	0
00003847	14	IFI27	interferon, alpha-inducible protein 27, transcript variant 7	NM_001288958.1	NP_001275887.1	0
00003848	14	IFI27	interferon, alpha-inducible protein 27, transcript variant 9	NM_001288960.1	NP_001275889.1	0
00003849	14	IFI27	interferon, alpha-inducible protein 27, transcript variant 10	NM_001288995.1	NP_001275924.1	0
00003850	14	IFI27	interferon, alpha-inducible protein 27, transcript variant 2	NM_005532.4	NP_005523.3	0
00003851	17	KIAA0100	KIAA0100	NM_014680.3	NP_055495.2	0
00003852	17	KIAA0100	transcript variant X1	XM_005258073.2	XP_005258130.1	0
00003853	17	KIAA0100	transcript variant X2	XM_006722198.2	XP_006722261.1	0
00003854	17	KIAA0100	transcript variant X3	XR_429933.1	-	0
00003855	1	KMO	kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)	NM_003679.4	NP_003670.2	0
00003856	1	KMO	transcript variant X1	XM_005273337.1	XP_005273394.1	0
00003857	1	KMO	transcript variant X2	XM_005273338.2	XP_005273395.1	0
00003858	1	LAMC1	laminin, gamma 1 (formerly LAMB2)	NM_002293.3	NP_002284.3	0
00003859	8	LETM2	leucine zipper-EF-hand containing transmembrane protein 2, transcript variant 1	NM_001199659.2	NP_001186588.1	0
00003860	8	LETM2	leucine zipper-EF-hand containing transmembrane protein 2, transcript variant 3	NM_001199660.2	NP_001186589.1	0
00003861	8	LETM2	leucine zipper-EF-hand containing transmembrane protein 2, transcript variant 4	NM_001286787.1	NP_001273716.1	0
00003862	8	LETM2	leucine zipper-EF-hand containing transmembrane protein 2, transcript variant 5	NM_001286819.1	NP_001273748.1	0
00003863	8	LETM2	leucine zipper-EF-hand containing transmembrane protein 2, transcript variant 6	NM_001286821.1	NP_001273750.1	0
00003864	8	LETM2	leucine zipper-EF-hand containing transmembrane protein 2, transcript variant 2	NM_144652.3	NP_653253.1	0
00003865	8	LETM2	leucine zipper-EF-hand containing transmembrane protein 2, transcript variant X5	XM_006716291.2	XP_006716354.1	0
00003866	8	LETM2	leucine zipper-EF-hand containing transmembrane protein 2, transcript variant X1	XM_011544406.1	XP_011542708.1	0
00003867	8	LETM2	leucine zipper-EF-hand containing transmembrane protein 2, transcript variant X2	XM_011544407.1	XP_011542709.1	0
00003868	8	LETM2	leucine zipper-EF-hand containing transmembrane protein 2, transcript variant X3	XM_011544408.1	XP_011542710.1	0
00003869	8	LETM2	leucine zipper-EF-hand containing transmembrane protein 2, transcript variant X4	XM_011544409.1	XP_011542711.1	0
00003870	8	LETM2	leucine zipper-EF-hand containing transmembrane protein 2, transcript variant X6	XM_011544410.1	XP_011542712.1	0
00003871	16	LONP2	transcript variant 1	NM_031490.3	NP_113678.2	0
00003872	16	LONP2	transcript variant 2	NM_001300948.1	NP_001287877.1	0
00003873	16	LONP2	transcript variant X1	XM_011523371.1	XP_011521673.1	0
00003874	8	LYPLA1	transcript variant 1	NM_006330.3	NP_006321.1	0
00003875	8	LYPLA1	transcript variant 2	NM_001279356.1	NP_001266285.1	0
00003876	8	LYPLA1	transcript variant 3	NM_001279357.1	NP_001266286.1	0
00003877	8	LYPLA1	transcript variant 4	NM_001279358.1	NP_001266287.1	0
00003878	8	LYPLA1	transcript variant 5	NM_001279359.1	NP_001266288.1	0
00003879	8	LYPLA1	transcript variant 6	NM_001279360.1	NP_001266289.1	0
00003880	8	LYPLA1	transcript variant X1	XM_005251127.3	XP_005251184.1	0
00003881	1	LYPLAL1	lysophospholipase-like 1, transcript variant 1	NM_138794.4	NP_620149.2	0
00003882	1	LYPLAL1	lysophospholipase-like 1, transcript variant 2	NM_001300769.1	NP_001287698.1	0
00003883	1	LYPLAL1	lysophospholipase-like 1, transcript variant 3	NM_001300770.1	NP_001287699.1	0
00003884	1	LYPLAL1	lysophospholipase-like 1, transcript variant 4	NM_001300771.1	NP_001287700.1	0
00003885	1	LYPLAL1	lysophospholipase-like 1, transcript variant 5	NM_001300772.1	NP_001287701.1	0
00003886	1	LYPLAL1	lysophospholipase-like 1, transcript variant X1	XM_011509182.1	XP_011507484.1	0
00003887	1	LYPLAL1	lysophospholipase-like 1, transcript variant X2	XM_006711162.2	XP_006711225.1	0
00003888	1	LYPLAL1	lysophospholipase-like 1, transcript variant X3	XM_011509183.1	XP_011507485.1	0
00003889	1	LYPLAL1	lysophospholipase-like 1, transcript variant X4	XM_011509184.1	XP_011507486.1	0
00003890	1	LYPLAL1	lysophospholipase-like 1, transcript variant X5	XM_011509185.1	XP_011507487.1	0
00003891	17	LYRM9	LYR motif containing 9	NM_001076680.1	NP_001070148.1	0
00003892	17	LYRM9	transcript variant X1	XM_011524491.1	XP_011522793.1	0
00003893	17	LYRM9	transcript variant X2	XM_011524492.1	XP_011522794.1	0
00003894	11	MACROD1	MACRO domain containing 1	NM_014067.3	NP_054786.2	0
00003895	11	MACROD1	transcript variant X1	XM_005273939.3	XP_005273996.1	0
00003896	11	MACROD1	transcript variant X2	XM_011544970.1	XP_011543272.1	0
00003897	11	MACROD1	transcript variant X3	XM_011544971.1	XP_011543273.1	0
00003898	11	MACROD1	transcript variant X4	XM_006718521.2	XP_006718584.1	0
00003899	11	MACROD1	transcript variant X5	XM_005273940.1	XP_005273997.1	0
00003900	11	MACROD1	transcript variant X6	XM_011544972.1	XP_011543274.1	0
00003901	11	MACROD1	transcript variant X7	XM_006718522.1	XP_006718585.1	0
00003902	7	MALSU1	mitochondrial assembly of ribosomal large subunit 1	NM_138446.1	NP_612455.1	0
00003903	10	MARCH5	membrane-associated ring finger (C3HC4) 5	NM_017824.4	NP_060294.1	0
00003904	10	MARCH5	membrane-associated ring finger (C3HC4) 5, transcript variant X1	XM_011539886.1	XP_011538188.1	0
00003905	11	METTL15	transcript variant 1	NM_001113528.1	NP_001107000.1	0
00003906	11	METTL15	transcript variant 2	NM_152636.2	NP_689849.2	0
00003907	11	METTL15	transcript variant 3	NM_001297775.1	NP_001284704.1	0
00003908	11	METTL15	transcript variant X1	XM_011519935.1	XP_011518237.1	0
00003909	11	METTL15	transcript variant X2	XM_011519936.1	XP_011518238.1	0
00003910	11	METTL15	transcript variant X3	XM_011519937.1	XP_011518239.1	0
00003911	11	METTL15	transcript variant X4	XR_930849.1	-	0
00003912	11	METTL15	transcript variant X5	XR_930850.1	-	0
00003913	11	METTL15	transcript variant X6	XM_011519938.1	XP_011518240.1	0
00003914	11	METTL15	transcript variant X7	XM_011519939.1	XP_011518241.1	0
00003915	11	METTL15	transcript variant X8	XM_011519940.1	XP_011518242.1	0
00003916	11	METTL15	transcript variant X9	XM_011519941.1	XP_011518243.1	0
00003917	2	METTL5	transcript variant 1	NM_014168.3	NP_054887.2	0
00003918	2	METTL5	transcript variant 2	NM_001293186.1	NP_001280115.1	0
00003919	2	METTL5	transcript variant 3	NM_001293187.1	NP_001280116.1	0
00003920	2	METTL5	transcript variant X1	XM_011511023.1	XP_011509325.1	0
00003921	2	METTL8	methyltransferase like 8	NM_024770.3	NP_079046.2	0
00003922	2	METTL8	transcript variant X1	XM_006712762.2	XP_006712825.1	0
00003923	2	METTL8	transcript variant X2	XM_006712763.2	XP_006712826.1	0
00003924	2	METTL8	transcript variant X3	XM_011511873.1	XP_011510175.1	0
00003925	2	METTL8	transcript variant X4	XM_011511874.1	XP_011510176.1	0
00003926	2	METTL8	transcript variant X5	XM_011511875.1	XP_011510177.1	0
00003927	2	METTL8	transcript variant X6	XM_006712764.2	XP_006712827.1	0
00003928	2	METTL8	transcript variant X7	XM_006712765.2	XP_006712828.1	0
00003929	2	METTL8	transcript variant X8	XR_923027.1	-	0
00003930	2	METTL8	transcript variant X9	XR_923028.1	-	0
00003931	2	MFF	transcript variant 1	NM_001277061.1	NP_001263990.1	5
00003932	2	MFF	transcript variant 10	NR_102266.1	-	5
00003933	2	MFF	transcript variant 2	NM_020194.5	NP_064579.3	5
00003934	2	MFF	transcript variant 3	NM_001277062.1	NP_001263991.1	5
00003935	2	MFF	transcript variant 4	NM_001277063.1	NP_001263992.1	5
00003936	2	MFF	transcript variant 5	NM_001277064.1	NP_001263993.1	5
00003937	2	MFF	transcript variant 6	NM_001277065.1	NP_001263994.1	5
00003938	2	MFF	transcript variant 7	NM_001277066.1	NP_001263995.1	5
00003939	2	MFF	transcript variant 8	NM_001277067.1	NP_001263996.1	5
00003940	2	MFF	transcript variant 9	NM_001277068.1	NP_001263997.1	5
00003941	2	MFF	transcript variant X1	XM_011511500.1	XP_011509802.1	0
00003942	2	MFF	transcript variant X10	XM_005246686.3	XP_005246743.1	0
00003943	2	MFF	transcript variant X11	XM_005246687.3	XP_005246744.1	0
00003944	2	MFF	transcript variant X12	XM_005246688.1	XP_005246745.1	5
00003945	2	MFF	transcript variant X13	XM_006712639.2	XP_006712702.1	0
00003946	2	MFF	transcript variant X14	XM_011511502.1	XP_011509804.1	0
00003947	2	MFF	transcript variant X2	XM_005246681.3	XP_005246738.1	0
00003948	2	MFF	transcript variant X3	XM_005246682.1	XP_005246739.1	5
00003949	2	MFF	transcript variant X4	XM_005246683.1	XP_005246740.1	5
00003950	2	MFF	transcript variant X5	XM_011511501.1	XP_011509803.1	0
00003951	2	MFF	transcript variant X6	XM_006712637.1	XP_006712700.1	0
00003952	2	MFF	transcript variant X7	XM_005246684.1	XP_005246741.1	5
00003953	2	MFF	transcript variant X8	XM_006712638.1	XP_006712701.1	0
00003954	2	MFF	transcript variant X9	XM_005246685.3	XP_005246742.1	0
00003955	12	MGST1	transcript variant 1	NM_145792.2	NP_665735.1	0
00003956	12	MGST1	transcript variant 2	NM_020300.4	NP_064696.1	0
00003957	12	MGST1	transcript variant 3	NM_145791.2	NP_665734.1	0
00003958	12	MGST1	transcript variant 4	NM_145764.2	NP_665707.1	0
00003959	12	MGST1	transcript variant 5	NM_001260511.1	NP_001247440.1	0
00003960	12	MGST1	transcript variant 6	NM_001260512.1	NP_001247441.1	0
00003961	12	MGST1	transcript variant 7	NR_048545.1	-	0
00003962	12	MGST1	transcript variant 8	NM_001267598.1	NP_001254527.1	0
00003963	12	MGST1	transcript variant 9	NR_048547.1	-	0
00003964	12	MGST1	transcript variant X1	XM_011520673.1	XP_011518975.1	0
00003965	12	MGST1	transcript variant X2	XM_011520674.1	XP_011518976.1	0
00003966	12	MGST1	transcript variant X3	XM_006719079.1	XP_006719142.1	0
00003967	12	MGST1	transcript variant X4	XM_011520675.1	XP_011518977.1	0
00003968	12	MGST1	transcript variant X5	XM_006719080.2	XP_006719143.1	0
00003969	4	MGARP	mitochondria-localized glutamic acid-rich protein	NM_032623.3	NP_116012.2	0
00003970	1	MGST3	microsomal glutathione S-transferase 3	NM_004528.3	NP_004519.1	0
00003971	1	MGST3	transcript variant X1	XM_005245174.2	XP_005245231.2	0
00003972	3	MLH1	transcript variant 1	NM_000249.3	NP_000240.1	0
00003973	3	MLH1	transcript variant 2	NM_001167617.1	NP_001161089.1	0
00003974	3	MLH1	transcript variant 3	NM_001167618.1	NP_001161090.1	0
00003975	3	MLH1	transcript variant 4	NM_001167619.1	NP_001161091.1	0
00003976	3	MLH1	transcript variant 5	NM_001258271.1	NP_001245200.1	0
00003977	3	MLH1	transcript variant 6	NM_001258273.1	NP_001245202.1	0
00003978	3	MLH1	transcript variant 7	NM_001258274.1	NP_001245203.1	0
00003979	3	MLH1	transcript variant X1	XM_005265161.1	XP_005265218.1	0
00003980	3	MLH1	transcript variant X2	XM_005265163.1	XP_005265220.1	0
00003981	3	MLH1	transcript variant X3	XM_005265164.1	XP_005265221.1	0
00003982	3	MLH1	transcript variant X4	XM_005265166.1	XP_005265223.1	0
00003983	3	MLH1	transcript variant X5	XM_011533727.1	XP_011532029.1	0
00003984	X	MPC1L	mitochondrial pyruvate carrier 1-like	NM_001195522.2	NP_001182451.1	0
00003985	X	MPC1L	transcript variant X1	XM_011543905.1	XP_011542207.1	0
00003986	16	MPV17L	MPV17 mitochondrial membrane protein-like, transcript variant 1	NM_001128423.1	NP_001121895.1	0
00003987	16	MPV17L	MPV17 mitochondrial membrane protein-like, transcript variant 2	NM_173803.3	NP_776164.2	0
00003988	16	MPV17L	MPV17 mitochondrial membrane protein-like, transcript variant X1	XM_011522445.1	XP_011520747.1	0
00003989	12	MSRB3	transcript variant 1	NM_198080.3	NP_932346.1	0
00003990	12	MSRB3	transcript variant 2	NM_001031679.2	NP_001026849.1	0
00003991	12	MSRB3	transcript variant 3	NM_001193460.1	NP_001180389.1	0
00003992	12	MSRB3	transcript variant 4	NM_001193461.1	NP_001180390.1	0
00003993	2	MTERF4	transcript variant 1	NM_182501.3	NP_872307.2	0
00003994	2	MTERF4	transcript variant 2	NR_028049.1	-	0
00003995	2	MTERF4	transcript variant 3	NR_028050.1	-	0
00003996	2	MTERF4	transcript variant 4	NR_028051.1	-	0
00003997	2	MTERF4	transcript variant X1	XM_011510633.1	XP_011508935.1	0
00003998	2	MTERF4	transcript variant X2	XM_011510634.1	XP_011508936.1	0
00003999	2	MTERF4	transcript variant X3	XM_006712292.2	XP_006712355.1	0
00004000	2	MTERF4	transcript variant X4	XM_006712294.1	XP_006712357.1	0
00004001	2	MTERF4	transcript variant X5	XM_006712295.2	XP_006712358.1	0
00004002	2	MTERF4	transcript variant X6	XM_011510635.1	XP_011508937.1	0
00004003	2	MTERF4	transcript variant X7	XM_011510636.1	XP_011508938.1	0
00004004	2	MTERF4	transcript variant X8	XM_011510637.1	XP_011508939.1	0
00004005	5	NADK2	transcript variant 1	NM_001085411.2	NP_001078880.1	0
00004006	5	NADK2	transcript variant 2	NM_153013.4	NP_694558.1	0
00004007	5	NADK2	transcript variant 3	NM_001287340.1	NP_001274269.1	0
00004008	5	NADK2	transcript variant 4	NM_001287341.1	NP_001274270.1	0
00004009	5	NADK2	transcript variant X1	XM_005248241.3	XP_005248298.1	0
00004010	5	NADK2	transcript variant X2	XM_011513954.1	XP_011512256.1	0
00004011	5	NADK2	transcript variant X3	XM_011513955.1	XP_011512257.1	0
00004012	1	MTFR1L	mitochondrial fission regulator 1-like, transcript variant 2	NM_001099625.1	NP_001093095.1	0
00004013	1	MTFR1L	mitochondrial fission regulator 1-like, transcript variant 3	NM_001099626.1	NP_001093096.1	0
00004014	1	MTFR1L	mitochondrial fission regulator 1-like, transcript variant 4	NM_001099627.1	NP_001093097.1	0
00004015	1	MTFR1L	mitochondrial fission regulator 1-like, transcript variant 1	NM_019557.5	NP_062457.3	0
00004016	3	NCEH1	transcript variant 1	NM_001146276.1	NP_001139748.1	0
00004017	3	NCEH1	transcript variant 2	NM_020792.4	NP_065843.3	0
00004018	3	NCEH1	transcript variant 3	NM_001146277.1	NP_001139749.1	0
00004019	3	NCEH1	transcript variant 4	NM_001146278.1	NP_001139750.1	0
00004020	17	NBR1	transcript variant 1	NM_005899.4	NP_005890.2	0
00004021	17	NBR1	transcript variant 3	NM_031862.3	NP_114068.1	0
00004022	17	NBR1	transcript variant 4	NM_001291571.1	NP_001278500.1	0
00004023	17	NBR1	transcript variant 5	NM_001291572.1	NP_001278501.1	0
00004024	17	NBR1	transcript variant X1	XM_011524813.1	XP_011523115.1	0
00004025	17	NBR1	transcript variant X2	XM_006721903.1	XP_006721966.1	0
00004026	15	NGRN	transcript variant 1	NR_028052.1	-	0
00004027	15	NGRN	transcript variant 2	NM_001033088.1	NP_001028260.2	0
00004028	3	NMNAT3	transcript variant 1	NM_178177.3	NP_835471.1	0
00004029	3	NMNAT3	transcript variant 2	NM_001200047.1	NP_001186976.1	0
00004030	3	NMNAT3	transcript variant X1	XM_006713624.1	XP_006713687.1	0
00004031	3	NMNAT3	transcript variant X2	XM_006713628.1	XP_006713691.1	0
00004032	3	NMNAT3	transcript variant X3	XM_006713629.1	XP_006713692.1	0
00004033	3	NMNAT3	transcript variant X4	XM_011512790.1	XP_011511092.1	0
00004034	3	NMNAT3	transcript variant X5	XM_011512791.1	XP_011511093.1	0
00004035	3	NMNAT3	transcript variant X6	XM_011512792.1	XP_011511094.1	0
00004036	3	NMNAT3	transcript variant X7	XM_011512793.1	XP_011511095.1	0
00004037	3	NIT2	nitrilase family, member 2	NM_020202.4	NP_064587.1	0
00004038	3	NSUN3	NOP2/Sun domain family, member 3	NM_022072.3	NP_071355.1	0
00004039	3	NSUN3	NOP2/Sun domain family, member 3, transcript variant X1	XM_011513069.1	XP_011511371.1	0
00004040	3	NSUN3	NOP2/Sun domain family, member 3, transcript variant X2	XM_011513070.1	XP_011511372.1	0
00004041	1	NSUN4	NOP2/Sun domain family, member 4, transcript variant 2	NM_001256127.1	NP_001243056.1	0
00004042	1	NSUN4	NOP2/Sun domain family, member 4, transcript variant 3	NM_001256128.1	NP_001243057.1	0
00004043	1	NSUN4	NOP2/Sun domain family, member 4, transcript variant 1	NM_199044.3	NP_950245.2	0
00004044	1	NSUN4	NOP2/Sun domain family, member 4, transcript variant 4	NR_045789.1	-	0
00004045	1	NSUN4	NOP2/Sun domain family, member 4, transcript variant 5	NR_045790.1	-	0
00004046	1	NSUN4	NOP2/Sun domain family, member 4, transcript variant 6	NR_045791.1	-	0
00004047	3	NT5DC2	transcript variant 1	NM_001134231.1	NP_001127703.1	0
00004048	3	NT5DC2	transcript variant 2	NM_022908.2	NP_075059.1	0
00004049	3	NT5DC2	transcript variant X1	XM_006713303.2	XP_006713366.1	0
00004050	3	NT5DC2	transcript variant X2	XM_006713304.1	XP_006713367.1	0
